xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.9-9
xdg-user-dirs 0.18-2
xdg-utils 1.2.1-1
xf86-input-libinput 1.5.0-1
xf86-video-amdgpu 23.0.0-2
xf86-video-ati 1:22.0.0-2
xf86-video-nouveau 1.0.18-1
xf86-video-vmware 13.4.0-4
xkeyboard-config 2.44-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.16-1
xorg-server-common 21.1.16-1
xorg-server-xvfb 21.1.16-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.4-1
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.6-1
xorgproto 2024.1-2
xreader 4.2.6-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.1-1
yaml-cpp 0.8.0-2
yasm 1.3.0-8
ydotool-git 1:1.0.4.r33.gb0c5da3-1
yyjson 0.11.1-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.4-1
zram-generator 1.2.1-1
zsh 5.9-5
zsh-autopair-git 1.0.r9.g449a7c3-1
zsh-autosuggestions-git 0.7.1.r2.g0e810e5-1
zsh-completions-git 0.35.0.r211.g2178937-1
zsh-fast-syntax-highlighting-git r912.cf318e0-1
zsh-fzf-plugin-git re244b4cfb-1
zsh-sudo f8bf8f0-1
zsh-system-clipboard-git r129.8b42290-1
zsh-thefuck-git r6.136b5a2-2
zstd 1.5.7-2
